subject_id,extraversion,extraversion_1,extraversion_2,extraversion_3,extraversion_4,extraversion_5,agreeableness,agreeableness_1,agreeableness_2,agreeableness_3,agreeableness_4,agreeableness_5,conscientiousness,conscientiousness_1,conscientiousness_2,conscientiousness_3,conscientiousness_4,conscientiousness_5
560,2.0,3.0,2.0,1.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0
561,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0
562,5.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0
563,4.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
564,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
565,4.0,4.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0
566,3.0,3.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0
567,1.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0
568,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,5.0,3.0,3.0
569,1.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0
570,3.0,3.0,3.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0
571,3.0,1.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,4.0,2.0,2.0,1.0
572,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0
573,3.0,5.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0
574,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
575,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0
576,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,2.0
577,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,5.0
578,4.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0
579,1.0,3.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0
580,4.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0
581,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0
582,3.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
583,4.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0
584,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,1.0,3.0
585,3.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0
586,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0
587,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0
588,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
589,4.0,4.0,4.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0
590,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,1.0
591,3.0,1.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0
592,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0
593,4.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0
594,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,5.0,5.0,3.0,4.0,4.0
595,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0
596,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0
597,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
598,2.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0
599,2.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
600,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0
601,4.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0
602,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0
603,4.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0
604,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0
605,3.0,3.0,5.0,4.0,1.0,2.0,4.0,2.0,3.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0
606,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,3.0,2.0,1.0,3.0
607,2.0,1.0,3.0,3.0,1.0,4.0,3.0,5.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0
608,2.0,1.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0
609,1.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
610,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
611,4.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0
612,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0
613,3.0,3.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0
614,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,5.0,1.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0
615,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0
616,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0
617,3.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,2.0
618,4.0,2.0,4.0,2.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0
619,4.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0
620,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0
621,2.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0
622,4.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
623,5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,5.0,4.0
624,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,2.0,1.0,2.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0
625,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,5.0,2.0
626,2.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0
627,2.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0
628,3.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,2.0,3.0,5.0,5.0
629,3.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0
630,4.0,4.0,5.0,2.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0
631,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
632,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0
633,3.0,3.0,1.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0
634,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,1.0,4.0,5.0,3.0,3.0
635,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,1.0
636,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0
637,4.0,4.0,4.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0
638,3.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0
639,1.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0
640,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0
641,3.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
642,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0
643,3.0,3.0,5.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0
644,1.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0
645,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0
646,3.0,4.0,4.0,3.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0
647,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,3.0
648,3.0,2.0,5.0,1.0,2.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,1.0
649,3.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,5.0,3.0,5.0,4.0,5.0,5.0
650,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0
651,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0
652,4.0,5.0,5.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,4.0,1.0
653,3.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0
654,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0
655,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
656,3.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0
657,3.0,4.0,3.0,5.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0
658,3.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0
659,3.0,3.0,3.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,5.0,4.0
660,3.0,3.0,2.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0
661,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,5.0
662,2.0,4.0,2.0,3.0,1.0,1.0,3.0,5.0,1.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0
663,3.0,1.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0
664,2.0,4.0,4.0,2.0,1.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,3.0,4.0
665,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0
666,3.0,5.0,4.0,5.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0
667,3.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,5.0,2.0,3.0
668,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
669,1.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0
670,4.0,5.0,5.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0
671,4.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0
672,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0
673,3.0,3.0,5.0,3.0,2.0,2.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0
674,3.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0
675,1.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,1.0
676,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0
677,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0
678,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0
679,4.0,4.0,3.0,5.0,2.0,4.0,3.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0
680,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0
681,4.0,5.0,2.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0
682,2.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0
683,2.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0
684,4.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0
685,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,5.0,4.0,3.0,5.0,5.0
686,4.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0
687,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0
688,3.0,3.0,2.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0
689,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0
690,4.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,4.0
691,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0
692,4.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0
693,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0
694,4.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
695,4.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0
696,3.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
697,3.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0
698,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0
699,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0
700,3.0,3.0,4.0,1.0,4.0,2.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0
701,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
702,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0
703,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0
704,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
705,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0
706,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
707,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
708,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0
709,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0
710,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0
711,3.0,1.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0
712,3.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
713,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
714,3.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,5.0,4.0,5.0,5.0
715,3.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0
716,4.0,2.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,5.0
717,3.0,2.0,5.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0
718,3.0,5.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0
719,3.0,4.0,3.0,5.0,3.0,1.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0
720,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
721,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0
722,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0
723,1.0,1.0,3.0,1.0,2.0,2.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,5.0,5.0,4.0,2.0,5.0
724,4.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0
725,3.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0
726,3.0,5.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0
727,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0
728,3.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0
729,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0
730,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,5.0,4.0,4.0,5.0,2.0,2.0,5.0
731,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0
732,2.0,2.0,4.0,1.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0
733,3.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,1.0,5.0
734,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
735,4.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0
736,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0
737,3.0,4.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0
738,4.0,2.0,4.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0
739,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0
740,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0
741,1.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0
742,1.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0
743,2.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
744,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0
745,4.0,5.0,5.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0
746,2.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0
